,g__Corynebacterium,g__Coprococcus,g__Streptococcus,g__Neisseria,g__Staphylococcus,g__Ruminococcus,g__Dorea,g__Clostridium,g__Bacteroides,g__Blautia,g__Rhodoplanes,g__Bacillus,g__Facklamia,g__Sphingomonas,g__Butyricimonas,g__Acinetobacter,g__Pseudomonas,g__Burkholderia,g__Bifidobacterium,g__Serratia,g__Collinsella,g__Roseburia,g__Phenylobacterium,g__Mycobacterium,g__Sutterella,g__Flavobacterium,g__Sphingobacterium,g__Turicibacter,g__Leptotrichia,g__Prevotella,g__Rothia,g__Fusobacterium,g__Methanobrevibacter,g__Dehalobacterium,g__Faecalibacterium,g__Anaerofustis,g__Stenotrophomonas,g__Opitutus,g__Veillonella,g__Ochrobactrum,g__Lachnospira,g__Brevibacterium,g__Aggregatibacter,g__Rahnella,g__Adlercreutzia,g__Sphingopyxis,g__Tannerella,g__Lactobacillus,g__Sphingobium,g__Pseudonocardia,g__Campylobacter,g__Paraprevotella,g__Enterococcus,g__Xenophilus,g__Peptococcus,g__Anaeroplasma,g__Bulleidia,g__Anaerovibrio,g__Afifella,g__Ramlibacter,g__Lachnobacterium,g__Paracoccus,g__Erwinia,g__Butyrivibrio,g__Parabacteroides,g__Megasphaera,g__Lactococcus,g__Dysgonomonas,g__Megamonas,g__Desulfovibrio,g__Mogibacterium,g__Spirochaeta,g__Atopobium,g__Phascolarctobacterium,g__Paludibacter,g__Cupriavidus,g__Porphyromonas,g__Peptoniphilus,g__Shuttleworthia,g__Zoogloea,g__Paenibacillus,g__Dialister,g__Treponema,g__Methylobacterium,g__Anaerovorax,g__Sphaerochaeta,g__Coprobacillus,g__Haemophilus,g__Capnocytophaga,g__Dietzia,g__Hymenobacter,g__Selenomonas,g__Rhodoferax,g__Granulicatella,g__Streptomyces,g__Anaerococcus,g__Mesorhizobium,g__Agrobacterium,g__Kocuria,g__Brachyspira,g__Succinivibrio,g__Leuconostoc,g__Janthinobacterium,g__Devosia,g__Actinobacillus,g__Clavibacter,g__Macrococcus,g__Actinomycetospora,g__Anaeromyxobacter,g__Beijerinckia,g__Polynucleobacter,g__Anaerostipes,g__Oribacterium,g__Slackia,g__Methyloversatilis,g__Cloacibacterium,g__Geodermatophilus,g__Christensenella,g__Novosphingobium,g__Chryseobacterium,g__Nocardioides,g__Anoxybacillus,g__Thiomonas,g__Propionispira,g__Deinococcus,g__Thauera,g__Helicobacter,g__Varibaculum,g__Eggerthella,g__Pedobacter,g__Leptothrix,g__Arthrobacter,g__Brachybacterium,g__Sporocytophaga,g__Cellulomonas,g__Acidaminococcus,g__Klebsiella,g__Lautropia,g__Methylibium,g__Catenibacterium,g__Halomonas,g__Fibrobacter,g__Actinomyces,g__Jeotgalicoccus,g__Alicyclobacillus,g__Mycoplasma,g__Agromyces,g__Oxalobacter,g__Elusimicrobium,g__Amycolatopsis,g__Micrococcus,g__Rummeliibacillus,g__Kineococcus,g__Pseudobutyrivibrio,g__Dechloromonas,g__Ralstonia,g__Microbacterium,g__Vagococcus,g__Aerococcus,g__Listeria,g__Luteibacter,g__Akkermansia,g__Methanosphaera,g__Allobaculum,g__Knoellia,g__Enterobacter,g__Marvinbryantia,g__Cytophaga,g__Solirubrobacter,g__Rhodococcus,g__Bilophila,g__Kaistia,g__Herbaspirillum,g__Actinoplanes,g__Kurthia,g__Saccharibacillus,g__Comamonas,g__Odoribacter,g__Alistipes,g__Pantoea,g__Robinsoniella,g__Rhizobium,g__Sporosarcina,g__Avibacterium,g__Acidovorax,g__Curtobacterium,g__Anaerobiospirillum,g__Salmonella,g__Micromonospora,g__Butyricicoccus,g__Victivallis,g__Lysobacter,g__Collimonas,g__Lysinibacillus,g__Holdemania
11212.BWC2061,0,503,0,0,0,563,1016,463,13,161,0,0,0,0,0,3,5,0,0,0,0,224,0,0,0,0,0,0,0,49,0,3,2,6,75,0,0,0,0,0,4,0,0,0,164,0,0,1,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11212.BWC2063,0,202,2,0,0,157,112,96,128,32,6,2,0,0,0,10,1,0,0,0,0,24,3,1,0,1,3,0,0,8,0,5,614,25,61,3,28,0,0,0,112,0,0,0,34,2,0,131,1,7,0,2,0,2,0,0,0,0,2,0,0,1,0,3,8,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,2,0,0,0,0,0,0,2,0,4,1,0,0,0,0,0,9,0,0,0,3,0,0,0,4,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,27,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,143,1952,0,2,4,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,6,0
11212.BWC2115,0,877,2,0,0,1144,2177,765,804,76,0,0,0,1,0,0,2,0,1,0,4,412,0,0,1,0,0,102,0,11,0,6,3,96,613,1,0,0,0,0,52,0,0,0,80,0,0,40,0,0,0,1,0,0,0,0,3,0,0,0,13,0,0,244,3,8,0,1,1,4,0,0,0,1,0,0,0,0,1,0,0,3,0,0,55,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11212.ERUB.105M,1,46,4,0,6,0,9,0,1715,4,17,0,0,45,0,1,7,0,6,4,0,0,6,1,503,2,0,0,0,8,0,0,0,0,26,0,4,5,0,2,1,0,0,0,0,0,0,1,12,2,37,264,0,0,0,0,31,3,0,3,0,0,0,0,2,2,0,0,42,64,0,6,0,146,0,0,0,1,0,7,0,0,0,0,0,0,0,1,0,0,1,126,0,0,0,1,0,4,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,5,0,1,0,0,5,0,0,0,0,2,0,1,1,0,0,10,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,154,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,2,0,0,0,0,1,0
11212.ERUB.12M,0,192,1,0,0,9,20,5,2045,8,0,0,0,0,0,0,1,1,7,6,0,0,0,0,537,2,0,0,1,7,0,1,0,0,55,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,494,9,0,0,0,0,141,47,0,0,0,0,3,0,0,9,0,0,38,258,4,0,0,351,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,87,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
11212.ERUB.20M,1,26,0,0,0,1,24,7,1158,18,0,0,0,1,0,2,0,3,10,4,0,0,0,0,557,0,0,0,0,9,0,1,0,0,85,0,1,0,2,0,0,0,2,0,1,0,0,1,1,1,9,78,0,0,0,0,22,3,0,0,0,0,2,0,0,18,0,0,27,167,1,0,0,325,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
11212.Gor13,0,33,5,0,2,57,2,42,54,171,4,3,0,0,0,46,223,0,167,0,12,2,0,5,41,0,0,0,0,633,0,24,1,0,147,7,0,0,0,0,2,0,0,0,0,0,0,26,0,5,16,0,0,0,6,0,42,25,0,0,1,0,0,5,43,0,4,0,43,68,77,0,0,29,0,0,0,1,0,0,0,105,238,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,37,0,69,0,0,2,0,1,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
11212.Gor11,0,36,11,2,0,27,15,7,246,109,0,0,0,0,0,4,41,0,55,0,2,10,0,4,61,0,0,0,0,1208,0,11,21,0,102,0,0,0,2,0,3,0,0,0,7,0,0,9,0,0,5,0,0,0,10,0,33,27,0,0,1,0,0,3,71,0,0,0,2,31,7,0,0,1,1,0,0,1,0,3,0,107,541,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,120,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11212.Gor12,0,21,86,0,0,100,22,100,112,271,0,1,0,0,0,15,202,0,0,0,42,8,0,15,100,10,0,0,0,1544,0,179,2,0,129,25,4,0,18,0,19,0,0,0,3,0,0,32,5,1,14,4,0,0,1,0,224,149,0,0,0,0,0,13,92,0,0,0,50,60,104,0,6,267,0,0,0,0,0,0,2,116,453,0,0,3,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,21,0,0,0,0,0,3,0,0,1,2,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,125,0,49,0,0,5,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0
11212.Gor2,0,63,8,0,10,133,13,8,284,260,0,21,0,0,0,10,216,0,724,6,7,73,0,2,33,0,0,0,0,1181,0,40,24,0,74,49,7,0,0,0,0,0,0,1,72,0,0,0,9,0,59,0,0,0,5,0,22,47,0,0,2,0,0,4,72,2,7,0,0,9,97,0,0,22,0,0,0,0,0,0,0,133,534,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,10,0,0,0,0,0,3,0,0,188,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11212.Gor3,0,27,6,0,3,148,16,47,137,194,0,0,0,0,0,2,62,0,161,0,8,15,0,3,25,0,0,0,0,824,0,38,7,0,128,10,0,0,0,0,3,0,1,0,22,0,0,42,0,0,11,0,0,0,11,0,126,99,0,0,1,0,1,11,18,1,0,0,1,61,26,0,0,71,0,1,0,0,0,0,0,143,901,0,0,7,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,391,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
11212.JB1,0,608,7,0,0,1037,59,164,18,163,0,1,0,0,83,22,208,0,2,17,4,38,0,0,54,0,0,0,0,874,0,2,0,10,88,10,0,0,1,0,42,0,0,0,0,0,0,15,7,0,3,2,0,0,0,5,30,2,0,0,4,0,0,0,34,0,0,0,0,88,0,0,0,85,0,0,0,0,0,0,0,47,794,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11212.JB12,0,192,2,0,0,685,191,293,10,370,0,0,0,0,23,0,1,12,0,0,2,33,0,0,18,0,0,0,0,2164,0,1,0,1,375,1,0,0,4,0,41,0,2,0,2,0,0,68,0,0,6,0,0,0,0,13,64,1,0,0,1,0,1,0,0,0,0,0,2,79,0,0,0,66,0,0,0,0,0,4,0,49,226,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
11212.JB13,0,748,61,0,1,1090,249,127,8,484,0,0,0,0,4,0,0,3,35,0,93,36,0,0,104,0,0,0,0,1514,0,2,0,0,588,2,0,0,0,0,51,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,79,12,0,0,18,0,0,0,13,5,1,0,1,0,0,0,0,30,0,0,0,0,0,0,0,433,448,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
11212.JB15,0,459,2,0,0,380,248,191,16,480,0,0,0,0,52,0,0,1,17,0,66,313,0,0,229,0,0,0,0,3180,0,1,0,0,726,10,0,0,0,0,212,0,1,0,0,0,0,3,0,0,0,1,0,0,1,0,256,291,0,0,1,0,0,0,7,1,0,0,1,115,0,0,0,335,0,0,0,0,0,0,0,159,311,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,22,0,48,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
11212.JB17,0,609,8,0,0,534,615,658,17,631,0,0,0,0,0,0,1,0,1983,0,83,45,0,0,38,0,0,0,3,5103,0,6,1,0,292,0,0,0,2,0,77,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,95,8,0,0,0,0,0,1,5,10,0,0,2,0,0,0,0,103,0,0,0,0,0,0,0,224,117,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2074,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
11212.JB18,0,1077,21,0,0,328,265,202,9,776,0,0,0,0,0,0,0,0,662,0,91,56,0,0,47,0,0,0,0,1707,0,6,0,0,438,0,0,0,5,0,9,0,13,0,0,0,0,2,0,0,8,0,0,0,0,0,137,208,0,0,6,0,0,2,2,55,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,675,681,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11212.JB24,0,863,3,0,0,462,154,213,8,295,0,0,0,0,0,5,65,0,0,0,20,316,0,0,69,3,0,0,0,2777,0,3,0,0,258,0,0,0,3,0,234,0,2,0,0,0,0,2,7,0,2,1,0,0,0,14,72,55,0,0,24,0,1,5,1,1,0,0,1,10,0,0,0,177,0,0,0,2,0,7,0,40,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3201,0,0,0,0,0,0,0,0,0,0,6,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11212.JB25,0,599,6,0,1,1993,257,104,8,397,0,5,0,0,2,1,0,2,0,0,9,140,0,0,41,0,0,0,0,2153,0,5,0,0,515,4,0,0,2,0,67,0,4,0,1,0,0,27,0,0,0,1,7,0,0,0,122,40,0,0,28,0,0,1,2,12,6,0,3,8,0,0,0,43,0,0,0,0,0,1,0,382,476,0,5,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,864,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
11212.JB27,0,114,10,0,0,484,49,1292,2,160,0,0,0,0,0,0,1,0,0,0,0,121,0,0,76,0,0,0,0,3768,0,4,27,0,37,0,0,0,9,0,106,0,4,0,80,0,0,1,0,0,2,1,0,0,0,9,24,2,0,0,2,0,0,0,1,0,0,0,2,36,16,0,0,166,0,0,0,0,0,0,0,0,101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,46,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11212.JB28,0,1254,7,0,0,708,289,397,10,935,0,0,0,0,0,0,2,1,96,0,116,61,0,0,99,0,0,0,0,8478,0,2,0,0,651,0,0,0,3,0,151,0,0,0,0,0,0,26,0,0,0,2,0,0,0,0,418,101,0,0,11,0,0,3,10,71,0,0,2,56,0,0,0,17,0,0,0,0,0,0,0,259,212,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
11212.JB29,0,86,4,0,2,655,63,734,18,42,0,0,0,0,0,0,1,0,0,0,0,70,0,0,11,0,0,0,0,870,0,5,454,0,12,0,0,0,0,0,14,0,0,0,37,0,0,12,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,3,8,140,0,0,156,0,0,0,0,0,0,0,1,166,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11212.JB3,0,118,5,0,1,228,22,773,11,78,0,0,0,1,0,0,2,0,0,0,1,127,0,0,30,0,0,0,0,6327,0,4,0,0,267,0,0,0,3,0,13,0,3,0,31,0,0,2,3,0,5,0,0,0,0,17,5,3,0,0,0,0,0,0,0,0,0,0,0,24,125,0,0,147,0,0,0,0,0,0,0,0,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11212.JB32,2,67,4,1,0,393,42,1395,28,60,0,0,0,0,0,1,1,0,0,0,1,38,0,0,0,0,0,0,0,2876,0,4,66,0,7,0,0,0,10,0,16,0,4,0,48,0,0,2,0,0,1,1,0,0,0,2,31,0,0,0,2,0,0,1,3,0,0,2,0,21,148,0,0,186,1,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11212.JB34,0,147,1,0,0,204,59,480,15,152,0,0,0,0,0,0,0,0,0,0,0,178,0,0,23,0,0,0,0,3619,0,4,16,0,100,0,0,0,4,0,253,0,0,0,118,0,0,7,0,0,6,0,0,0,0,36,13,0,0,0,1,0,0,1,4,0,0,0,1,18,65,0,0,206,0,0,0,0,0,0,0,0,684,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11212.LabEllis3,0,2507,1,0,0,720,18,36,36,273,0,0,0,0,0,0,2,1,0,0,6,186,0,0,1,0,0,1,0,410,0,4,0,0,2264,0,0,0,0,0,841,0,0,0,1,0,0,2,0,0,176,3,1,0,0,0,1,0,0,0,2,0,0,2,4,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,947,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,67,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
11212.LagAb2,0,944,3,0,0,473,3,16,24,223,0,2,0,0,0,0,8,2,2,0,2,80,0,0,1,0,0,0,0,141,0,5,1,0,1068,0,0,0,0,0,102,0,0,0,1,0,0,10,2,0,744,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0,586,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11212.LagEllis1,0,780,1,0,0,296,140,117,18,348,0,0,0,1,0,0,7,0,0,0,0,106,0,0,0,0,0,0,0,210,0,7,0,0,1501,0,0,0,0,0,179,0,3,0,3,0,0,0,0,0,684,1,0,0,0,0,5,0,0,0,0,0,0,1,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,478,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,1,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
11212.LagEllis4,0,1116,2,0,1,683,13,19,20,346,0,0,0,0,0,0,0,0,1,0,1,36,0,0,0,0,0,0,0,95,0,6,0,0,726,0,0,0,0,0,94,0,0,0,1,0,0,2,0,0,297,0,0,0,0,0,24,0,0,0,0,0,0,4,2,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,1013,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,30,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11212.Lc259,0,45,6,0,0,100,8,3,25,7,0,0,0,0,0,42,5,0,0,0,1,0,0,0,6,0,0,0,0,1241,0,1,6,1,87,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,2,0,36,0,0,0,0,0,0,18,4,0,0,0,5,0,0,0,0,130,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11212.Lc301,0,53,3,0,0,25,34,4,29,4,0,0,0,0,0,242,2,0,2,0,0,3,0,0,25,0,0,0,0,746,0,3,11,0,42,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,97,0,0,0,0,0,0,2,4,1,0,0,8,2,1,0,0,338,0,0,0,0,0,0,0,1,205,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,126,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,21,0,0,0,165,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
11212.Ptr10,89,332,151,0,1,286,49,30,2459,27,0,6,4,1,1,46,31,0,0,38,21,1,0,0,9,1,0,0,0,165,1,7,181,1,3,17,0,0,2,0,4,0,0,0,14,0,0,4,0,0,19,1,1,0,1,0,302,14,0,0,2,0,3,27,92,0,5,6,0,165,0,0,0,334,1,0,8,18,0,0,51,207,67,1,50,0,0,0,0,0,0,34,0,0,0,43,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,1,0,0,0,0,1,0,0,2,0,17,1,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,42,0,0,0,0,0,239,0,0,0,0,0,0,0,0,101,24,0,1,0,24,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
11212.Ptr11,0,145,5,0,7130,225,13,70,26,400,0,47,0,0,0,0,4,0,0,0,74,36,0,0,63,0,0,0,0,3626,0,6,16,0,7,0,0,0,1,0,15,0,0,0,1,0,0,2,0,0,80,1,0,0,4,0,900,231,0,4,0,0,0,65,58,0,0,0,0,134,12,0,0,45,0,0,0,0,0,0,0,603,316,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,24,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,88,0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11212.Ptr13,0,110,0,0,358,592,7,56,46,177,0,1,0,0,0,1,2,4,0,0,47,22,0,0,351,0,0,0,0,1576,0,7,318,4,0,1,0,0,0,0,269,0,0,0,19,0,0,3,0,0,11,0,0,0,0,0,553,407,0,34,0,3,0,207,482,1,0,0,2,249,59,0,0,28,0,0,1,0,0,0,0,1415,111,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,222,2,1,48,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,50,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
