,g__Corynebacterium,g__Coprococcus,g__Streptococcus,g__Neisseria,g__Staphylococcus,g__Ruminococcus,g__Dorea,g__Clostridium,g__Bacteroides,g__Blautia,g__Rhodoplanes,g__Bacillus,g__Facklamia,g__Sphingomonas,g__Butyricimonas,g__Acinetobacter,g__Pseudomonas,g__Burkholderia,g__Bifidobacterium,g__Serratia,g__Collinsella,g__Roseburia,g__Phenylobacterium,g__Mycobacterium,g__Sutterella,g__Flavobacterium,g__Sphingobacterium,g__Turicibacter,g__Leptotrichia,g__Prevotella,g__Rothia,g__Fusobacterium,g__Methanobrevibacter,g__Dehalobacterium,g__Faecalibacterium,g__Anaerofustis,g__Stenotrophomonas,g__Opitutus,g__Veillonella,g__Ochrobactrum,g__Lachnospira,g__Brevibacterium,g__Aggregatibacter,g__Rahnella,g__Adlercreutzia,g__Sphingopyxis,g__Tannerella,g__Lactobacillus,g__Sphingobium,g__Pseudonocardia,g__Campylobacter,g__Paraprevotella,g__Enterococcus,g__Xenophilus,g__Peptococcus,g__Anaeroplasma,g__Bulleidia,g__Anaerovibrio,g__Afifella,g__Ramlibacter,g__Lachnobacterium,g__Paracoccus,g__Erwinia,g__Butyrivibrio,g__Parabacteroides,g__Megasphaera,g__Lactococcus,g__Dysgonomonas,g__Megamonas,g__Desulfovibrio,g__Mogibacterium,g__Spirochaeta,g__Atopobium,g__Phascolarctobacterium,g__Paludibacter,g__Cupriavidus,g__Porphyromonas,g__Peptoniphilus,g__Shuttleworthia,g__Zoogloea,g__Paenibacillus,g__Dialister,g__Treponema,g__Methylobacterium,g__Anaerovorax,g__Sphaerochaeta,g__Coprobacillus,g__Haemophilus,g__Capnocytophaga,g__Dietzia,g__Hymenobacter,g__Selenomonas,g__Rhodoferax,g__Granulicatella,g__Streptomyces,g__Anaerococcus,g__Mesorhizobium,g__Agrobacterium,g__Kocuria,g__Brachyspira,g__Succinivibrio,g__Leuconostoc,g__Janthinobacterium,g__Devosia,g__Actinobacillus,g__Clavibacter,g__Macrococcus,g__Actinomycetospora,g__Anaeromyxobacter,g__Beijerinckia,g__Polynucleobacter,g__Anaerostipes,g__Oribacterium,g__Slackia,g__Methyloversatilis,g__Cloacibacterium,g__Geodermatophilus,g__Christensenella,g__Novosphingobium,g__Chryseobacterium,g__Nocardioides,g__Anoxybacillus,g__Thiomonas,g__Propionispira,g__Deinococcus,g__Thauera,g__Helicobacter,g__Varibaculum,g__Eggerthella,g__Pedobacter,g__Leptothrix,g__Arthrobacter,g__Brachybacterium,g__Sporocytophaga,g__Cellulomonas,g__Acidaminococcus,g__Klebsiella,g__Lautropia,g__Methylibium,g__Catenibacterium,g__Halomonas,g__Fibrobacter,g__Actinomyces,g__Jeotgalicoccus,g__Alicyclobacillus,g__Mycoplasma,g__Agromyces,g__Oxalobacter,g__Elusimicrobium,g__Amycolatopsis,g__Micrococcus,g__Rummeliibacillus,g__Kineococcus,g__Pseudobutyrivibrio,g__Dechloromonas,g__Ralstonia,g__Microbacterium,g__Vagococcus,g__Aerococcus,g__Listeria,g__Luteibacter,g__Akkermansia,g__Methanosphaera,g__Allobaculum,g__Knoellia,g__Enterobacter,g__Marvinbryantia,g__Cytophaga,g__Solirubrobacter,g__Rhodococcus,g__Bilophila,g__Kaistia,g__Herbaspirillum,g__Actinoplanes,g__Kurthia,g__Saccharibacillus,g__Comamonas,g__Odoribacter,g__Alistipes,g__Pantoea,g__Robinsoniella,g__Rhizobium,g__Sporosarcina,g__Avibacterium,g__Acidovorax,g__Curtobacterium,g__Anaerobiospirillum,g__Salmonella,g__Micromonospora,g__Butyricicoccus,g__Victivallis,g__Lysobacter,g__Collimonas,g__Lysinibacillus,g__Holdemania
11212.AsenLink21,1,592,224,0,12,767,109,307,506,987,7,144,3,23,15,51,66,5,24,0,40,528,7,18,9,54,12,0,2,3199,0,108,6,0,444,1,19,0,1,0,493,5,0,2,6,4,1,58,6,8,0,50,4,3,0,0,1,1,10,5,16,8,1,219,90,21,5,3,0,41,4,0,27,4,1,38,60,17,55,0,34,170,33,9,1,0,16,0,3,0,5,6,0,0,85,0,16,4,19,22,0,0,0,2,0,0,0,1,14,1,2,211,56,24,0,2,2,5,12,46,35,1,2,0,0,1,19,0,18,37,1,2,2,0,132,9,3,1,3,11,107,0,3,2,1,3,6,0,0,7,9,0,0,131,0,20,56,0,3,0,0,29,32,0,1,6,78,0,22,1,1,3,1,69,0,0,8,1,11,13,96,25,7,0,9,11,0,0,14,105,0,26,0,1,21
11212.AsenLink31,7,142,36,0,3,356,53,1048,365,357,0,28,1,4,19,4,7,1,11,0,12,224,0,2,14,4,2,0,0,1902,0,37,2,1,311,1,16,1,2,0,29,1,0,0,8,0,3,42,0,1,36,34,5,0,0,6,5,0,2,0,7,2,0,90,66,9,7,1,3,14,9,0,1,13,3,4,21,6,42,0,23,20,23,8,9,0,13,0,1,0,6,3,0,0,25,0,0,1,2,36,0,0,0,0,0,0,0,0,1,0,0,75,26,11,0,0,0,5,1,23,0,0,0,0,0,1,84,0,6,8,0,3,0,0,96,11,0,1,0,3,5,2,0,1,3,1,0,0,4,1,2,0,0,62,0,3,2,1,2,0,0,2,1,0,0,3,45,2,0,0,0,0,1,0,0,2,0,14,281,5,17,2,3,0,2,0,0,0,0,115,0,0,0,1,20
11212.AsenLink41,4,274,90,2,11,819,61,309,334,531,0,33,2,5,16,21,8,2,17,0,15,425,0,5,7,1,1,2,0,1576,0,100,3,0,252,3,7,0,3,4,661,0,0,0,2,0,6,44,2,0,1,65,13,0,0,10,4,2,0,0,19,6,0,209,65,6,3,3,1,57,11,0,4,18,2,3,22,10,51,0,26,45,16,0,10,0,36,0,2,0,5,4,0,1,17,1,0,3,2,21,0,0,0,1,1,0,0,0,0,0,1,159,42,4,0,0,0,26,0,78,0,0,0,0,0,0,79,0,9,6,0,1,1,1,39,18,2,3,0,10,4,0,0,0,1,2,0,3,34,1,2,0,0,114,0,0,3,1,1,1,0,387,4,2,0,2,42,1,0,1,1,0,0,0,0,1,0,1,90,11,54,1,3,0,0,2,0,0,0,120,0,0,0,1,33
11212.AtbelzLink11,2,622,32,5,12,4707,129,13761,7584,3657,0,82,0,14,56,12,32,7,263,4,688,1872,3,30,59,23,5,2,1,6151,0,57,32,0,5367,6,132,0,10,6,611,2,0,0,17,0,1,28,11,4,19,121,6,1,0,1,546,11,8,0,31,4,0,203,100,165,1,1,3,2,1,0,158,16,0,18,10,12,55,0,44,1459,7,28,2,0,5,0,1,0,2,75,1,1,68,2,0,45,15,0,16,0,0,1,0,0,2,3,0,0,0,161,67,66,1,0,0,2,6,15,9,0,1,1,0,2,126,0,55,23,1,15,0,0,277,8,4,16,1,3,55,1,3,0,3,5,0,0,0,4,2,0,0,258,1,10,20,1,1,1,2,0,1,6,0,4,108,0,8,3,1,0,0,4,0,1,1,7,8,21,60,25,3,0,4,2,9,0,0,536,0,1,1,1,86
11212.AtbelzLink21,8,282,12,2,10,166,27,58,2871,259,2,23,1,9,96,18,27,2,52,0,131,128,3,6,27,6,2,0,0,11306,0,7,8,0,1949,2,48,1,3,0,68,0,0,0,9,0,2,11,6,2,11,188,16,1,0,0,38,30,1,0,3,0,0,28,220,60,2,4,6,32,1,0,15,6,0,9,36,4,7,0,15,267,5,10,0,0,2,0,0,0,1,74,0,0,20,2,7,0,12,0,22,0,0,2,0,0,0,0,0,0,1,54,7,17,1,0,0,2,4,9,3,0,0,1,0,2,36,0,9,3,0,13,11,0,673,3,0,13,1,7,13,0,0,1,0,1,1,0,0,10,9,0,0,34,0,9,9,1,0,0,1,4,0,0,1,5,9,0,1,3,0,0,0,45,0,0,0,3,303,4,10,4,3,0,1,0,15,0,5,59,0,0,0,0,8
11212.AtbelzLink31,11,33,51,2,18,91,23,32,358,168,9,1134,0,32,16,16,296,50,67,16,46,65,17,58,28,572,163,0,0,3832,3,26,29,0,1291,1,63,1,2,0,45,0,0,0,4,1,0,6,4,17,22,49,0,3,0,0,15,8,170,0,2,60,0,21,40,55,7,1,3,36,9,0,15,8,1,208,8,0,2,1,202,295,11,45,1,0,14,0,0,2,1,72,0,0,435,2,4,7,399,2,22,1,1,1,0,0,0,5,0,2,0,20,9,11,1,0,1,2,18,7,10,0,0,1,0,0,194,0,6,337,1,26,1,0,476,3,5,21,0,2,1394,0,4,0,0,0,4,0,0,17,3,0,0,21,0,19,190,0,0,0,6,1,0,0,0,8,5,2,3,5,3,1,6,13,0,0,0,5,180,23,6,25,0,0,12,10,10,0,6,51,0,4,1,7,1
11212.AtbelzLink41,13,63,5,0,28,111,19,33,1456,118,10,24,0,11,39,20,23,318,74,2,47,95,8,7,29,11,5,2,0,17077,1,7,6,0,1488,1,44,0,2,0,43,0,0,0,2,1,1,9,1,1,10,194,1,0,0,0,13,12,3,0,2,3,0,17,160,88,4,2,2,15,1,0,4,4,1,7,16,2,3,0,10,285,15,7,0,0,2,0,0,0,1,43,0,0,16,0,14,1,7,5,10,2,0,0,0,0,0,1,0,0,0,42,3,1,0,0,0,0,8,12,1,0,0,0,0,2,195,0,4,7,0,4,4,0,785,6,4,7,0,13,24,0,0,0,0,0,0,0,0,1,6,0,1,13,0,282,20,0,0,0,0,0,0,0,0,3,13,0,0,0,1,0,6,7,0,0,2,5,78,5,5,5,0,0,3,0,5,2,1,57,0,0,1,0,3
11212.AtbelzLink51,6,107,20,3,5,188,14,34,712,164,1,15,0,10,13,14,1,6,40,0,91,91,1,3,29,2,3,0,2,9342,3,4,19,2,1589,1,43,0,3,0,63,0,2,0,7,0,0,4,2,5,13,141,7,0,0,0,36,3,1,0,3,1,0,31,101,34,4,1,2,37,0,0,15,6,1,3,16,1,6,0,17,197,4,9,0,0,3,1,2,0,2,26,0,0,7,4,1,0,6,8,3,0,0,0,1,0,0,1,0,0,0,29,7,15,2,0,1,1,3,4,0,1,0,0,0,0,70,0,12,3,0,18,0,0,458,2,0,17,0,2,16,0,0,0,0,0,0,0,0,2,0,1,0,26,0,2,6,0,0,0,0,4,0,0,0,2,10,0,0,3,1,0,0,2,0,0,0,3,109,13,5,1,1,0,4,2,7,0,0,34,0,0,0,0,5
11212.BWC20231,0,965,108,1,12,1108,441,1203,80429,1330,1,188,8,3,1371,7,76,11,117,0,29,2287,0,1,30,18,28,2,0,1598,0,57,7013,14,2339,30,21,0,19,4,330,0,0,0,7,0,158,76,0,3,0,235,22,0,0,0,9,1,20,0,24,2,0,431,45467,22,2,47,7,1,87,0,12,227,17,40,42,303,35,0,132,12,24,9,78,0,344,0,1,0,7,14,1,0,198,5,1,11,158,45,0,0,3,4,0,0,1,2,1,0,2,410,25,19,0,0,1,366,1,16,5,0,0,1,0,0,4,10,188,72,0,0,0,0,396,3,0,0,0,19,577,6,0,7,23,3,3,15,0,3,0,1,0,142,0,2,78,3,7,0,0,3390,147,1,0,0,33,0,0,0,5,0,4,2,1,0,0,476,643,13,97,0,5,0,1,0,0,0,0,362,0,3,1,0,270
11212.BWC20261,2,1406,86,0,10,3224,487,1863,84798,2150,0,137,8,11,1591,1,36,7,87,2,40,3294,0,0,40,20,23,0,1,2268,2,137,565,22,4207,82,35,0,78,1,730,0,0,0,8,0,113,135,0,2,20,236,27,0,0,0,12,4,16,0,70,2,1,638,3753,28,4,31,20,2420,113,0,19,128,19,38,117,321,38,0,151,13,10009,8,84,0,209,0,2,0,9,41,0,0,179,4,2,36,86,56,0,0,1,6,0,0,0,1,0,2,0,758,34,36,0,0,2,234,1,27,7,0,0,8,0,0,1,24,24,62,0,0,0,0,118,4,5,0,0,27,365,6,0,11,19,3,3,20,0,2,4,2,0,226,0,4,74,4,7,0,0,3142,97,2,0,145,53,0,4,0,53,0,8,16,1,0,2,588,4586,17,134,12,4,0,1,6,0,1,2,434,39,0,2,1,132
11212.BWC20611,0,938,62,0,17,983,441,1309,2026,867,0,82,12,0,68,21,67,2,70,8,6,785,0,1,1,2,4,0,0,305,0,38,36,10,268,6,8,3,4,0,101,0,0,1,32,0,5,85,0,2,18,57,17,0,4,1,1,1,2,0,41,1,10,82,629,24,3,21,3,6,38,1,2,11,19,5,47,17,32,0,203,15,204,7,28,1,11,0,3,0,6,6,0,1,123,32,2,1,7,2,0,0,0,0,0,0,1,1,2,0,2,231,41,21,0,0,0,58,1,14,28,0,0,0,0,0,0,1,38,13,0,1,0,1,10,4,63,1,0,4,34,6,0,9,53,3,2,3,2,3,0,2,0,191,0,0,12,1,6,0,0,48,0,2,3,1983,32,0,2,15,0,0,2,1,6,3,0,139,147,192,94,4,8,0,2,0,0,7,2,308,0,1,0,3,14
11212.BWC20631,15,2206,171,28,14,25448,676,1118,108102,4198,5,128,4,45,850,50,94,4,113,2,13,7242,11,12,5,130,19,0,0,2027,18,62,307257,12,1918,59,26,0,90,2,15860,2,0,0,8,21,316,1333,3,25,0,549,319,5,0,3,2,1,2,12,34,5,2,1066,9187,41,32,78,15,33,42,3,1,173,35,9,46,514,29,0,103,7,60,15,42,0,754,4,2,0,2,19,2,0,390,0,65,2,10,113,0,2,1,16,0,1,0,8,0,1,0,1145,22,20,0,0,2,499,8,28,161,0,1,2,0,0,6,6,166,10,4,5,10,0,61,3,2,0,2,22,33,10,15,7,21,33,69,7,0,10,3,14,1,178,0,5,252,6,7,3,2,13359,2418,1,1,174,54,0,46,56,94,2,4,74,842,1,4,494,2676,46,96,26,6,0,18,24,0,3,42,297,0,10,0,6,153
11212.BWC21151,1,2693,223,0,11,2478,970,2576,148566,3403,0,53,16,3,605,3,5,2,72,0,20,5366,0,0,18,4,1,6254,1,450,0,157,230,17,2908,67,26,0,42,0,1488,0,0,0,10,0,76,455,1,4,0,349,50,0,1,0,11,5,1,0,128,1,1,1109,1357,118,2,18,29,124,97,0,29,265,11,3,15,363,84,0,197,20,7,4,112,0,217,0,2,0,10,38,1,5,156,1,0,9,3,80,0,0,0,0,0,0,2,0,0,1,1,1357,89,17,0,0,0,346,1,70,5,0,1,4,0,1,1,0,36,4,0,1,0,0,3,5,9,0,0,28,13,8,2,33,38,7,1,7,0,0,0,3,0,547,0,4,15,3,18,1,0,1266,20,13,0,60,86,0,2,1,12,0,2,4,2,0,5,687,13841,12,285,1,6,0,4,0,0,6,0,580,9,0,1,3,98
11212.ERUB.105M1,1,59,16,56,75,139,32,60,5684,215,4,242,0,88,57,122,2245,20,2,17602,278,112,6,9,610,38,34,0,0,2866,0,5,0,0,24,2,846,0,9,2,10,6,9,78,6,0,8,6,16,4,51,561,2,0,0,0,16,48,37,1,2,7,104,20,443,15,8,8,150,18,0,8,0,168,3,99,10,0,5,0,41,1,499,120,0,271,7,16,4,0,5,67,2,0,154,1,2,522,128,0,252,0,1,0,19,0,0,5,0,0,1,29,16,19,0,0,0,3,11,51,7,0,0,6,0,1,17,1,20,142,1,20,2,0,88,24,64,20,0,3,399,0,2,0,0,92,1,3,0,1,8,0,0,11,0,8,88,0,3,1,7,2,0,0,0,848,13,0,0,5,1,0,5,19,1,0,2,18,50,598,5,27,0,3,3,5,94,31,4,7,0,5,0,1,9
11212.ERUB.12M1,2,170,7,4,7,95,66,156,5640,659,0,9,0,7,91,10,22,4,5,12,321,329,0,6,603,8,2,0,0,2912,1,13,0,0,73,1,12,0,14,10,31,0,2,316,7,0,11,13,3,0,340,123,9,0,0,0,48,52,0,0,8,0,355,96,730,34,0,6,83,80,3,8,7,661,5,2,25,0,11,1,7,6,168,5,0,417,54,13,1,0,4,67,0,0,6,0,1,37,6,0,250,0,1,0,8,0,0,0,3,0,0,43,46,40,1,0,0,4,3,24,3,0,0,4,0,3,29,4,23,10,0,0,0,0,33,120,76,1,0,4,7,0,0,3,0,7,1,2,5,0,4,0,0,56,0,4,1,0,0,21,0,0,0,2,0,10,41,0,0,3,3,1,3,0,0,0,2,55,43,95,25,28,1,4,6,2,83,1,0,22,0,4,1,0,34
11212.ERUB.20M1,4,162,38,13,12,106,87,186,4729,485,1,15,0,25,32,51,120,6,11,4,497,342,12,4,1319,2,5,0,0,3935,3,33,0,1,213,2,14,1,24,4,26,0,1,105,13,2,33,9,2,2,25,220,6,2,0,0,39,50,1,2,7,0,23,102,300,43,2,3,121,67,2,3,4,621,5,9,28,2,24,0,6,5,705,4,0,119,21,7,1,0,2,60,0,1,35,0,1,3,4,0,503,0,2,0,3,0,0,0,1,2,0,30,174,60,0,2,0,4,4,32,3,0,0,3,0,1,18,3,32,13,3,2,2,0,46,99,90,4,0,2,10,0,4,3,2,2,0,2,0,0,0,0,0,88,1,3,2,0,5,3,2,1,0,1,0,2,30,0,2,2,2,0,6,0,0,0,1,51,56,21,28,23,2,1,6,6,190,0,0,28,2,2,1,0,35
11212.Gor131,120,187,313,13,308,147,135,151,213,1241,4,1459,1,91,1,119,239,44,1764,187,110,434,0,116,13,217,115,0,4,1485,121,19,22,2,1022,18,70,0,9,0,79,61,9,7,44,3,3,4975,7,37,63,42,8,0,0,0,14,5,79,2,5,46,2,108,56,5,3,3,1,7,129,1,20,65,4,159,38,1,14,0,315,80,168,74,18,22,3,12,6,9,19,7,0,11,603,3,2,6,189,55,1,2,2,2,7,0,0,23,7,0,0,72,98,79,1,0,6,16,4,14,17,29,0,0,1,2,6,0,102,219,1,10,68,0,118,8,7,17,1,2,554,59,227,3,6,2,3,6,0,36,17,0,0,144,2,53,133,1,25,0,17,2,5,3,1,15,5,1,2,6,0,0,14,12,1,0,0,4,30,28,19,6,1,2,54,9,2,1,7,359,0,2,1,1,69
11212.Gor111,50,214,80,16,122,280,170,923,425,653,0,237,2,146,26,57,120,9,724,9,62,410,1,59,9,70,43,0,5,3114,13,64,210,0,345,30,71,2,17,4,344,15,5,0,17,9,1,981,20,26,25,60,6,4,0,0,9,9,26,0,5,19,3,95,78,7,26,7,1,30,43,4,10,30,11,57,33,1,18,0,80,67,422,101,25,85,114,12,2,8,9,18,1,0,141,3,1,4,194,1,2,4,0,3,5,0,0,12,18,0,0,166,74,36,0,4,0,15,9,29,12,0,1,1,0,0,7,1,39,64,0,2,8,0,54,1,29,11,0,19,259,87,20,3,1,1,0,5,0,11,49,0,0,92,0,49,63,1,11,0,2,14,3,2,0,10,4,2,0,4,4,3,21,5,0,0,7,4,43,13,7,10,1,1,74,12,1,9,1,143,2,0,1,1,50
11212.Gor121,240,326,1908,47,2437,252,119,202,285,1341,31,727,3,494,5,330,987,46,976,25,370,765,1,267,7,168,118,0,7,2430,38,54,55,0,234,10,290,0,22,18,82,199,8,8,40,10,4,5912,54,33,23,46,24,1,0,0,30,21,70,0,8,109,4,99,96,11,13,7,3,17,129,1,27,625,7,163,43,7,28,0,300,54,333,263,15,20,14,25,4,17,22,41,0,4,964,4,6,19,745,18,4,8,2,0,21,8,2,16,5,0,0,120,229,91,0,2,1,18,12,36,10,0,0,1,4,4,2,0,66,278,0,25,161,0,125,58,18,36,2,5,588,36,77,14,5,0,1,8,0,83,162,1,0,290,2,79,180,1,107,0,33,12,1,1,0,47,10,2,8,18,1,8,21,12,0,1,33,4,65,273,23,17,0,3,226,21,0,0,16,618,1,10,1,2,26
11212.Gor21,65,283,77,10,175,496,304,943,1388,2069,2,160,0,85,4,113,74,59,3506,46,102,542,4,124,11,75,32,0,0,10889,49,42,96,1,139,14,50,0,18,4,101,17,3,0,27,10,1,258,16,146,53,45,1,5,0,0,10,11,15,2,3,26,2,99,35,7,58,6,1,18,68,5,15,84,10,43,19,3,15,0,124,138,656,84,12,42,16,3,2,5,14,13,1,2,343,6,9,7,91,50,8,2,1,5,1,2,0,33,21,0,1,148,70,41,1,0,2,13,23,71,150,1,1,1,5,3,2,2,49,58,0,10,20,0,257,6,4,12,2,3,128,12,38,0,2,1,1,0,0,63,27,1,5,277,0,50,52,0,14,7,32,2,2,1,1,7,9,3,13,7,1,2,10,50,0,0,5,2,20,51,48,7,2,0,53,6,3,1,12,115,0,7,1,1,11
11212.Gor31,105,922,930,32,234,376,400,820,781,2274,6,1214,6,174,10,346,377,41,5260,126,673,2683,2,272,20,221,129,8,21,7182,42,143,99,2,702,60,74,0,32,2,240,15,17,1,112,6,11,14516,23,36,117,174,10,0,1,0,47,38,78,0,36,44,9,432,148,21,25,31,5,55,105,3,66,1045,45,173,110,14,78,1,1291,325,1792,146,23,50,31,52,6,2,70,126,1,3,1974,11,2,17,207,0,46,3,1,5,32,1,1,27,11,2,1,309,1080,237,0,1,0,160,26,45,18,0,0,1,6,5,15,1,256,364,0,92,7,1,180,101,40,103,0,6,588,6,183,5,20,1,2,4,2,174,121,1,0,1293,4,96,196,2,18,0,13,2,3,2,4,46,23,3,5,39,4,0,21,14,0,1,10,13,179,82,80,16,1,2,111,11,10,8,1,322,1,4,1,2,82
11212.JB11,0,3371,116,0,22,17817,21441,677,2372,8115,0,56,3,2,11946,22,9,2,464,0,115,7636,0,9,21,30,21,1,0,6567,0,91,0,2,2150,3,9,0,37,0,1037,0,0,0,6,0,10,4366,0,5,10,30,41,0,0,15,7,6,4,0,19,6,0,886,8894,22,1,7,2,68,27,1,8,390,19,10,56,23,16,0,80,131,44762,5,42,43,100,12,4,0,47,8,0,8,191,16,0,1,33,1511,122,0,0,0,0,0,2,1,18,0,0,445,45,99,0,0,156,86,1,70,3,0,0,0,0,0,79,4,69,32,0,7,0,2,253,28,5,5,0,21,126,79,2,2,11,7,1,0,2,21,0,0,0,91,0,0,19,0,1,1,0,0,0,5,0,2,47,3,3,7,6,0,0,12,0,1,0,166,164,18,56,8,1,0,0,0,21,1,4,511,526,0,0,1,192
11212.JB121,2,6245,94,0,3,8240,4795,1178,1674,7569,0,166,3,1,6158,47,48,5,358,120,148,9326,0,6,38,41,29,1,3,10445,0,118,0,3,6172,1,29,0,67,0,2792,0,4,0,8,0,5,11328,8,0,15,60,32,0,0,7,24,8,25,0,19,16,1,767,295,13,66,6,9,115,25,1,18,522,17,46,118,31,19,0,84,147,18366,1,14,40,164,18,1,0,10,19,0,0,242,6,0,2,94,454,111,49,0,0,3,2,0,0,8,0,0,895,51,106,0,0,7,149,3,79,0,0,0,1,1,0,82,7,104,77,0,4,0,0,203,18,324,2,0,11,325,149,14,0,10,5,0,0,1,10,0,1,2,161,0,1,54,3,2,0,0,0,0,2,0,61,37,3,0,0,4,0,0,0,2,0,1,86,133,15,52,7,2,0,4,0,13,4,2,615,425,2,0,0,261
11212.JB131,0,9537,42357,0,53,10430,7340,867,1919,11809,2,87,2,0,1801,14,15,3,6047,0,658,14173,0,4,136,26,15,0,1,12788,0,69,0,1,6462,2,31,0,77,0,3656,0,2,0,12,0,10,65,0,3,8,34,12,0,0,2,28,13,11,0,37,4,0,1297,1767,41,6,4,3,2,16,3,15,217,9,17,103,24,44,0,59,756,27495,3,16,12,194,20,1,0,11,90,0,1,158,21,1,1,40,688,3,0,0,0,3,0,0,0,13,2,0,2282,86,76,0,0,31,74,1,141,8,0,0,3,0,4,270,4,32,26,0,6,2,1,191,14,9,4,0,10277,113,188,1,1,7,10,1,0,69,6,0,2,1,226,0,1,17,4,2,16,0,0,0,1,0,6,40,1,0,3,0,0,0,34,0,1,0,77,100,9,100,3,1,0,0,0,0,4,1,1245,446,0,0,2,100
11212.JB151,0,6771,93,1,31,4760,11034,388,3581,9041,0,50,2,0,7123,8,6,3,1535,1,303,46587,0,3,139,13,12,3,0,16670,0,67,0,0,5846,4,36,0,33,0,3237,0,1,0,6,0,2,107,2,0,1,46,7,0,1,9,42,52,4,0,15,1,0,599,2100,18,1,14,8,86,37,1,19,845,25,10,232,9,21,0,40,286,2102,9,33,48,250,8,2,0,13,90,0,0,105,17,0,3,17,448,11,0,0,0,1,0,0,0,11,0,0,464,59,144,0,0,42,80,0,161,1,0,0,1,0,0,27,18,18,16,0,1,0,1,312,54,3,5,0,552,52,10,9,0,2,3,0,0,4,3,2,1,0,126,1,6,7,1,3,0,0,2,0,4,0,7,35,0,0,0,29,1,0,0,0,0,0,172,180,10,43,2,2,0,0,2,3,2,0,310,178,0,0,1,104
11212.JB171,0,42824,318,0,71,9795,87388,1068,9174,36618,0,104,4,2,566,21,17,3,186948,0,1028,18197,0,7,33,183,9,1,1,41699,2,173,0,1,13331,10,61,0,125,2,4379,0,6,0,23,0,2,149,2,3,2,135,21,0,1,7,66,21,9,0,56,3,2,1695,121,57,2,4,5,7,29,5,42,849,7,14,116,36,50,0,114,1177,22131,5,33,28,344,22,1,0,19,85,0,3,240,8,2,1,22,3894,2,1,0,6,8,0,1,1,38,0,0,20454,290,152,0,0,90,149,2,433,12,0,0,1,0,1,47,18,124,24,0,9,0,1,526,48,4,5,0,91119,91,5,36,3,14,8,0,0,1035,35,0,0,0,315,0,2,13,3,5,21,0,0,0,4,1,2,158,3,1,2,0,0,0,7,0,1,0,180,275,16,140,5,6,1,1,4,0,2,2,1630,24,0,0,0,151
11212.JB181,2,23066,365,9,55,11330,108767,562,4369,28646,0,45,3,4,345,14,8,1,58967,0,1501,15275,2,3,27,73,4,0,2,12644,0,141,0,1,15960,6,77,0,157,8,784,0,16,0,17,0,0,79,4,4,27,42,220,0,0,6,63,116,3,0,44,5,0,1024,96,142,3,6,12,6,13,0,26,41,6,4,73,29,37,0,60,2250,33212,6,17,10,238,128,0,0,12,189,0,3,137,18,5,7,12,2321,1,0,0,0,21,0,1,0,26,6,0,5836,303,99,0,6,10,173,3,65,1,0,0,6,0,7,73,10,25,14,0,2,0,0,369,27,1,4,0,21381,42,2,11,0,8,8,0,0,182,7,0,1,0,221,0,0,6,4,5,43,0,0,0,2,0,1,68,2,1,2,0,1,0,0,0,0,0,119,104,17,98,7,4,2,1,11,2,1,2,754,30,2,0,1,109
11212.JB241,0,14232,157,2,3,9545,7295,1589,6148,7045,0,42,0,7,402,10,19,5,1137,46,191,26294,0,1,100,14,7,0,0,25381,0,107,4,1,6678,1,24,0,48,2,3017,0,3,2,5,3,2,29,3,4,9,147,25,0,0,6,23,45,5,2,54,9,1,1764,1563,19,3,9,7,25,14,0,15,1756,9,7,282,12,51,0,37,96,21131,2,20,6,170,31,1,1,6,79,0,0,66,12,0,3,23,368,5106,0,0,1,5,0,1,0,0,0,1,1344,72,71,0,0,13,220,3,170,10,0,0,1,0,1,32,6,12,16,0,2,0,1,787,80,31,2,0,22,33,192,6,1,2,3,0,0,2,5,4,1,0,389,2,2,7,3,1,0,0,0,0,2,6,21,36,0,0,2,1,0,0,5,0,0,1,155,288,11,93,3,3,1,1,3,733,0,3,676,124,0,0,1,50
11212.JB251,32,9474,218,6,11,431866,43651,3321,3162,13303,0,97,3,3,833,66,33,22,189,46,300,25341,0,1,44,43,11,3,8,16076,0,112,2,1,8557,3,56,0,54,3,2333,1,2,0,13,0,1,536,3,0,3,64,78951,0,0,6,39,27,8,1,24,12,12,957,56,46,943,2,6,19,21,1,21,338,6,14,74,26,32,0,70,643,7686,2,16,12,127,101,1,2,7,98,0,1,210,13,2,1,43,85,398,38,0,1,18,3,3,0,9,0,0,1868,87,85,0,0,9,125,1,127,7,0,1,2,2,0,31,27,61,24,0,4,0,1,474,23,262,3,0,15310,97,55,2,1,6,23,0,0,13,0,2,3,0,203,0,7,21,11,79,3,0,0,0,1,0,260,36,1,0,1,1,1,0,3,1,0,1,86,255,20,69,1,1,1,0,0,56,40,7,1222,266,0,0,1,71
