,g__Porphyromonas,g__Akkermansia,g__Coprococcus,g__Treponema,g__Streptococcus,g__Pseudoalteromonas,g__Fusobacterium,g__Staphylococcus,g__Actinomyces,g__Catonella,g__Neisseria,g__Leptotrichia,g__Bacillus,g__Lactococcus,g__Mobiluncus,g__Aerococcus,g__Dialister,g__Corynebacterium,g__Acinetobacter,g__Pseudomonas,g__Lactobacillus,g__Enterococcus,g__Kingella,g__Mannheimia,g__Bifidobacterium,g__Moraxella,g__Peptococcus,g__Mycobacterium,g__Sneathia,g__Haemophilus,g__Capnocytophaga,g__Conchiformibius,g__Prevotella,g__Anaerostipes,g__Acidaminococcus,g__Aggregatibacter,g__Rothia,g__Veillonella,g__Bacteroides,g__Lautropia,g__Kocuria,g__Shuttleworthia,g__Granulicatella,g__Tannerella,g__Megasphaera,g__Schwartzia,g__Geobacillus,g__Dorea,g__Campylobacter,g__Oribacterium,g__Ruminococcus,g__Acholeplasma,g__Actinobacillus,g__Atopobium,g__Parvimonas,g__Vagococcus,g__Pasteurella,g__Thauera,g__Erwinia,g__Scardovia,g__Gallibacterium,g__Anaerococcus,g__Butyrivibrio,g__Thermus,g__Alloscardovia,g__Peptostreptococcus,g__Bulleidia,g__Paludibacter,g__Desulfobulbus,g__Sharpea,g__Clostridium,g__Mogibacterium,g__Chelonobacter,g__Slackia,g__Selenomonas,g__Tetragenococcus,g__Gemella,g__Mycoplasma,g__Peptoniphilus,g__Serratia,g__Arcanobacterium,g__Lonepinella,g__Blautia,g__Micrococcus,g__Streptobacillus,g__Halomonas,g__Filifactor,g__Necropsobacter,g__Cardiobacterium,g__Eikenella,g__Arthrobacter,g__Cloacibacterium,g__Anaerovorax,g__Chryseobacterium,g__Listeria,g__Pedobacter,g__Bergeriella,g__Enterobacter
11808.5971.SALB.W2V1,128,2,0,91,2376,0,148,0,593,8,9,295,0,1,1,0,9,10,0,0,6,0,8,0,2,0,0,0,0,459,15,0,10089,1,0,175,75,4746,1,2,0,0,67,3,348,1,0,0,124,88,0,0,2,55,2,0,0,0,0,0,0,0,2,0,1,0,18,3,0,0,0,18,0,0,107,0,0,9,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3
11808.5993.SALB.W2V1,3593,0,0,5,1869,0,837,2,200,13,1184,76,2,0,0,0,5,44,0,0,10,2,11,0,0,0,1,0,0,11540,68,2,4744,0,0,618,380,1216,0,107,0,0,190,3,0,0,25,0,53,80,0,0,67,9,1,4,1,0,1,0,1,13,0,2,0,1,28,3,0,0,0,5,0,0,21,0,0,2,0,0,0,0,0,0,0,0,0,25,3,0,10,0,0,0,3,0,4,0
11808.6040.SALB.W2V1,846,0,0,664,2434,1,1628,2,949,25,405,410,4,0,1,1,52,37,1,0,0,0,40,0,0,0,16,0,0,7488,70,0,1699,0,0,200,1385,1479,1,55,0,3,266,120,39,9,13,0,261,99,7,0,10,17,24,1,0,0,0,5,0,0,1,5,0,0,17,25,5,6,0,21,1,1,48,0,0,11,0,0,0,0,0,0,0,0,36,1,5,0,0,0,10,0,1,0,1,0
11808.6062.SALB.W2V1,1757,0,0,82,5578,0,950,6,2271,130,144,1198,2,0,0,2,22,56,2,1,0,4,98,0,0,0,8,0,0,2906,209,0,9884,0,0,281,494,4187,1,19,0,0,428,13,452,6,6,0,935,303,0,0,5,161,99,0,0,0,0,6,0,0,9,1,0,1,99,4,0,0,0,52,1,0,2940,0,0,6,0,0,0,0,0,0,0,0,2,1,11,0,0,0,4,0,6,0,2,0
11808.6073.SALB.W2V1,1210,0,0,201,1790,1,1435,5,297,58,83,306,2,0,0,1,42,65,0,0,10,4,27,0,0,0,15,0,0,9953,132,0,5173,0,0,459,705,1970,0,14,0,1,425,15,45,8,48,0,228,122,0,0,11,10,16,1,0,0,0,0,1,0,2,7,0,2,23,25,0,0,0,27,0,0,91,3,0,10,0,0,0,0,0,0,0,0,14,0,13,1,0,14,3,0,7,0,0,0
11808.6095.SALB.W2V1,132,0,0,207,6317,0,487,1,741,25,62,99,1,0,0,0,20,58,0,2,18,3,51,0,4,0,5,0,0,15270,28,0,1332,0,0,220,1673,2063,0,58,0,0,272,5,15,23,15,0,114,182,0,0,18,23,16,1,0,0,0,8,0,0,0,4,0,0,14,16,6,3,0,15,0,0,26,5,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0
11808.6141.SALB.W2V1,2179,9,0,58,5496,0,897,2,433,34,90,278,3,0,0,0,32,41,0,11,1,9,29,0,1,0,0,0,0,7235,214,0,2348,0,0,367,245,1249,0,70,0,0,486,15,28,0,7,0,94,149,0,0,8,6,108,3,0,0,0,0,0,0,3,0,0,0,23,15,0,0,0,18,0,3,13,1,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,4,0,1,0
11808.6185.SALB.W2V1,578,11,0,82,3758,0,1437,1,523,17,27,204,2,0,0,0,2,26,0,0,0,3,7,0,0,1,0,0,0,16033,68,0,890,0,0,52,714,931,0,0,0,0,203,10,0,0,7,0,216,268,0,1,19,6,2,0,0,0,0,0,0,1,2,3,0,0,8,0,0,0,0,4,0,0,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,1
11808.6242.SALB.W2V1,3030,0,0,186,3764,0,944,0,372,33,3382,506,4,0,2,0,45,46,0,0,6,2,77,0,10,0,6,0,0,5504,224,2,3180,0,0,276,1063,1631,0,343,0,8,542,7,49,10,0,0,206,183,0,0,71,31,0,1,0,0,0,0,0,0,7,0,0,0,18,14,0,0,0,12,0,0,70,0,0,1,1,0,0,0,0,0,0,0,0,0,32,0,0,0,7,0,3,0,8,0
11808.6264.SALB.W2V1,8,0,0,39,8286,0,248,21,2481,18,16,51,29,0,0,0,39,39,2,0,0,24,12,0,0,0,3,0,0,2728,15,0,10340,0,0,9,1183,8263,0,1,0,2,1689,28,304,4,8,0,199,95,0,0,0,54,1,8,0,0,0,2,0,0,6,0,0,0,4,12,0,0,0,13,0,0,196,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,24,0,0,5
11808.6297.SALB.W2V1,20,0,0,5,9269,0,540,0,1533,2,21,366,2,0,0,0,64,141,0,0,80,1,4,0,0,0,0,0,0,5397,58,0,7915,0,0,112,1555,11931,0,62,0,19,228,36,559,15,0,0,311,35,0,0,4,352,1,0,0,0,0,43,0,0,1,0,0,0,17,0,0,0,0,97,0,0,378,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
11808.6309.SALB.W2V1,48,0,0,21,11862,0,200,40,1314,5,8,198,15,0,0,10,8,51,0,38,10,5,6,0,0,0,1,0,0,5554,56,0,1440,0,0,63,8338,5597,0,8,0,0,831,2,448,4,29,0,157,14,0,0,15,20,0,2,0,0,0,0,0,0,0,5,0,0,4,7,0,0,0,6,0,0,45,58,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0
11808.6310.SALB.W2V1,2967,0,0,202,2656,1,2840,1,1332,24,929,1471,10,0,1,0,24,281,0,0,0,11,59,0,0,0,18,0,0,12253,361,0,3620,0,0,1495,782,2739,1,87,0,0,338,26,75,3,15,0,225,245,0,0,15,10,125,0,0,0,1,0,0,0,8,5,0,0,29,4,0,0,0,13,0,0,100,0,0,50,0,0,0,0,0,0,0,0,11,7,14,0,0,0,0,0,12,0,6,0
11808.6332.SALB.W2V1,681,0,0,3,1105,1,475,0,364,56,485,671,1,0,0,0,0,32,0,0,2,3,29,0,0,0,5,3,0,5071,140,0,6457,0,0,138,235,1959,0,405,0,0,144,5,25,0,0,0,293,120,0,0,3,11,0,3,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,7,0,0,55,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,5,0,6,0
11808.6354.SALB.W2V1,212,1,0,8,2052,0,421,1,672,20,8,189,3,0,0,0,7,14,0,0,9,2,6,0,0,0,0,0,0,7341,40,0,10438,0,0,7,431,4503,0,4,0,0,123,4,236,9,0,0,186,61,0,0,3,19,28,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,26,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
11808.6376.SALB.W2V1,2589,1,0,271,1864,0,2036,0,471,43,141,356,8,0,3,0,12,90,0,0,17,11,32,0,0,0,30,0,0,6827,184,1,4648,0,0,436,550,1555,2,279,0,2,719,22,59,1,0,0,216,144,0,0,2,31,103,4,1,0,0,0,0,0,2,0,0,0,31,5,1,1,0,7,0,0,42,0,0,16,0,0,0,0,0,0,0,0,23,2,26,2,0,0,10,0,9,0,6,0
11808.6398.SALB.W2V1,164,3,0,53,935,1,541,0,251,7,39,74,1,1,0,0,12,1,0,0,1,1,9,0,0,0,14,0,0,12177,7,0,3683,0,0,121,148,2033,0,16,0,0,55,3,47,4,0,0,97,128,0,0,26,31,13,0,0,0,0,0,0,0,1,0,0,0,8,9,0,0,0,13,1,0,57,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
11808.6411.SALB.W2V1,51,0,0,5,1357,0,80,0,653,4,143,81,5,0,0,0,4,8,0,0,3,13,40,0,0,0,0,0,0,4509,67,0,10409,0,0,19,377,3291,17,45,0,0,382,4,84,0,0,0,126,201,0,0,0,38,2,4,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,3,0,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,1,0
11808.6433.SALB.W2V1,252,0,0,18,2202,0,272,0,177,5,102,318,4,0,0,0,32,19,0,0,18,1,30,0,0,0,1,0,0,8877,23,0,9990,0,0,231,568,2924,0,48,0,4,272,8,70,0,0,0,54,27,0,0,2,12,3,0,0,0,0,1,0,0,0,0,0,0,2,5,0,0,0,11,1,0,109,3,0,1,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,2,0
11808.6488.SALB.W2V1,1075,0,0,5,700,0,544,0,63,6,332,100,2,0,0,0,8,11,0,0,0,1,34,0,0,0,1,0,0,8250,101,0,971,0,0,216,451,341,0,177,0,0,141,5,4,0,0,0,25,43,0,0,44,0,44,1,0,0,0,0,0,0,1,0,0,0,12,1,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,3,0,12,0,0,0,4,0,3,0,44,0
11808.6501.SALB.W2V1,622,2,1,15,1338,1,891,0,811,12,115,234,2,0,0,0,4,37,0,0,3,4,14,0,0,0,1,0,0,11952,7,1,6213,2,0,1035,268,2958,0,50,0,0,79,3,76,0,1,0,96,141,0,0,182,9,11,0,1,1,1,0,0,0,1,0,0,0,16,0,0,0,0,5,2,0,26,0,0,1,0,0,0,0,0,0,0,0,4,1,4,0,0,0,0,0,7,0,2,0
11808.6589.SALB.W2V1,101,0,0,42,690,0,430,0,73,3,19,91,2,20,0,1,6,33,0,0,5,0,1,0,0,0,0,0,1,7939,14,0,6363,0,0,134,228,4026,1,3,0,0,114,4,10,2,3,0,40,12,0,0,32,18,1,0,0,0,0,0,0,0,0,6,0,0,7,3,0,0,0,3,0,0,16,0,0,2,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0
11808.3069.SALB.W2V11,1500,2,0,133,7753,1,2550,6,507,24,26431,177,8,3,2,1,27,92,4,0,9,15,177,32,93,2,0,1,0,19705,1054,1,10846,0,0,664,5267,3962,42,882,6,4,335,312,4,0,0,0,201,161,0,0,102,35,52,3,131,0,0,5,7,4,0,0,0,23,22,0,2,0,3,54,0,7,135,0,1308,32,6,3,0,1,3,2,2,0,55,80,223,141,3,0,0,1,0,3,7,5
11808.3137.SALB.W2V11,109,0,12,51,21653,1,5706,7,2965,15,28195,2000,9,5,2,8,104,922,1,0,18,25,240,14,29,0,0,0,0,9276,1071,2,15682,4,1,929,9506,9269,62,1277,10,18,668,32,229,0,0,6,395,492,0,2,45,83,70,13,58,1,0,15,6,24,1,0,22,21,29,0,0,0,17,152,0,12,571,0,2497,74,32,1,0,0,12,1,7,0,25,2,247,173,5,0,0,4,0,1,9,2
11808.3160.SALB.W2V11,331,0,21,271,30001,2,16834,15,4455,57,70077,2061,21,6,2,10,90,979,1,1,24,44,630,32,52,17,1,0,1,26891,10946,2,26962,4,1,870,7519,17522,84,1091,10,12,1118,147,442,0,0,5,2637,3672,0,3,122,80,36,17,96,0,0,0,10,32,1,0,4,33,10,0,0,0,21,181,1,2,1215,2,3476,142,48,6,3,2,14,3,22,0,37,34,265,1008,4,0,0,13,0,0,19,4
11808.3182.SALB.W2V11,61,0,3,63,4120,0,286,4,1461,5,405,82,6,0,0,1,6,169,3,0,2,5,31,12,25,3,0,1,0,6923,188,0,1139,1,0,318,2895,1275,16,2,2,2,70,116,6,0,0,0,99,237,0,0,42,12,5,1,52,0,0,15,6,2,0,0,0,2,0,0,0,0,1,19,0,3,78,0,122,0,5,1,1,0,0,0,0,1,10,4,65,16,3,0,0,0,0,1,1,1
11808.3193.SALB.W2V11,419,0,2,143,6439,1,795,2,1704,14,921,124,12,26,1,2,68,370,5,0,19,6,104,16,24,3,0,0,0,11377,451,0,6651,1,0,513,3174,6298,21,307,6,1,147,244,136,0,0,1,243,304,0,0,51,51,96,3,68,0,1,0,4,8,0,0,0,6,11,0,12,0,5,117,0,6,58,0,527,31,14,3,2,1,1,1,0,0,67,11,106,27,3,0,0,2,0,0,1,3
11808.3216.SALB.W2V11,315,0,2,145,11811,2,1084,9,2057,10,17633,23,15,6,1,4,217,1268,3,1,40,28,563,36,39,6,0,0,0,22029,1486,1,84541,5,0,1386,4011,13939,269,946,6,6,361,114,774,0,0,1,407,148,0,1,136,134,70,8,146,0,0,18,9,20,0,0,0,19,2,0,0,0,19,175,1,3,820,0,97,13,27,4,1,3,2,0,3,1,6,11,161,133,1,0,0,1,0,3,6,7
11808.3261.SALB.W2V11,2891,0,0,579,6594,1,2200,1,1009,26,2209,352,6,2,0,0,163,190,4,0,21,6,60,5,118,0,0,2,3,5430,277,0,21953,0,0,619,1401,4482,112,24,5,29,188,681,327,0,0,0,604,434,0,0,22,121,53,1,27,0,0,11,2,5,0,0,48,167,5,0,36,0,5,209,0,4,294,0,766,24,12,1,0,1,1,1,2,0,118,23,34,35,0,0,0,4,1,1,0,2
11808.3418.SALB.W2V11,235,0,2,95,2598,0,83,0,337,1,172,162,3,0,0,0,35,145,0,0,8,1,27,1,10,0,0,0,0,288,110,0,3855,0,0,47,122,906,18,178,1,13,18,41,48,0,0,0,49,11,0,0,4,34,20,1,0,0,0,20,0,3,0,0,88,9,1,0,2,0,1,15,0,0,181,0,32,0,3,0,0,0,1,0,0,0,23,0,18,2,0,0,0,0,0,1,0,0
11808.3452.SALB.W2V11,156,3,4,18,12605,1,2243,5,3036,25,11579,950,12,4,1,5,79,343,1,1,17,29,300,17,64,1,1,0,1,14457,1070,0,98528,4,3,597,5169,30082,383,1373,12,6,419,20,4637,0,0,2,900,2032,0,2,65,735,19,13,150,0,0,8,7,31,0,0,1,32,11,0,0,0,19,396,0,5,1886,0,612,25,41,3,2,2,7,0,21,1,35,222,273,128,2,0,0,1,1,2,3,3
11808.3474.SALB.W2V11,253,0,1,90,30726,1,555,4,3212,16,3979,945,14,9,0,5,75,250,2,1,36,23,195,34,417,4,3,1,0,19628,490,0,89978,2,2,1294,4471,23202,266,518,15,10,484,81,1224,0,0,2,543,1277,0,2,118,375,65,11,167,0,0,21,12,18,1,0,49,41,6,0,8,0,15,293,1,1,505,0,893,7,29,3,0,1,6,2,4,0,33,103,36,37,2,0,0,4,1,0,1,5
11808.3496.SALB.W2V11,27823,0,15,4310,38942,8,94988,51,7752,347,249585,3428,29,14,2,30,1353,2224,12,21,79,109,4209,142,101,15,7,2,20,113565,18305,9,375707,24,6,7683,22580,61275,2399,20067,29,179,2699,2146,1132,0,0,6,5708,5868,1,11,501,483,460,63,515,4,3,107,50,170,5,0,6,1990,30,4,46,0,127,3324,4,64,1469,0,9601,159,246,21,588,8,17,6,502,19,1000,381,773,2134,15,3,1,70,1,9,71,20
11808.3519.SALB.W2V11,1642,0,1,266,32108,4,6766,38,3432,27,9055,1032,17,9,1,8,34,1116,67,16,49,34,1598,79,145,0,0,1,1,63494,5504,1,54837,2,0,2762,21292,24778,125,3769,27,3,1072,423,248,0,0,1,673,1313,0,1,311,346,44,8,448,1,1,7,30,19,0,0,7,33,3,1,38,0,13,124,1,12,273,1,3548,20,27,13,1,4,5,8,5,1,70,446,235,291,10,0,0,13,0,1,4,13
11808.3542.SALB.W2V11,160,0,3,48,4145,0,1321,4,1127,20,14721,118,6,1,0,1,39,123,5,0,8,3,74,5,18,0,0,0,0,3554,183,0,9360,1,0,105,1122,4051,43,1115,1,11,148,26,98,0,0,0,164,814,0,0,23,22,23,2,15,0,0,0,2,3,0,0,0,31,9,0,0,0,3,62,0,3,139,0,391,3,4,0,0,0,2,2,0,0,11,3,110,64,0,0,0,2,0,1,3,2
11808.3553.SALB.W2V11,6908,0,3,461,30470,3,15706,27,3169,87,119261,909,11,7,1,9,129,789,2,1,27,27,948,119,94,5,3,0,3,80102,5985,4,71141,4,1,8163,5955,15750,492,3781,9,28,923,843,182,0,0,1,1439,1578,1,5,513,71,192,19,326,0,4,0,46,41,0,0,8,340,39,1,0,0,31,356,1,15,622,1,6960,67,73,21,2,5,7,3,50,0,320,138,214,574,2,3,2,25,0,4,32,23
11808.3609.SALB.W2V11,1916,0,5,546,20577,2,9231,7,4449,134,26326,2320,15,3,1,7,657,1025,8,4,18,18,1712,25,39,3,0,3,2,21485,2569,2,77553,4,1,2564,9898,20535,192,1492,9,8,637,1341,145,0,0,2,889,1012,0,3,100,153,383,8,136,0,0,13,12,24,1,0,6,290,48,0,0,0,16,389,0,20,624,1,2829,63,39,5,1,2,4,2,16,0,34,17,545,416,2,0,0,18,1,1,9,4
11808.3610.SALB.W2V11,1929,0,5,10,26473,6,23891,15,3064,42,140823,319,13,5,0,12,42,494,13,6,52,38,288,84,32,0,1,1,0,58919,9814,5,27101,6,1,3036,5199,8918,290,2973,10,8,582,14,43,0,0,5,403,1628,0,5,319,39,124,16,299,3,2,7,52,32,1,0,0,49,2,1,0,0,38,26,2,3,24,1,2808,6,46,19,4,4,17,0,14,0,36,29,1279,502,1,3,0,33,0,6,39,15
11808.3632.SALB.W2V11,165,0,11,983,139855,0,2387,53,27243,150,2412,2450,61,30,16,41,682,3536,4,7,137,171,549,12,296,1,1,0,3,6556,2399,1,222625,25,2,353,28169,107246,583,980,64,39,2701,390,3553,1,0,7,2890,2761,3,11,37,1947,558,93,55,0,0,158,5,126,0,0,70,77,151,0,47,1,121,2658,0,107,2715,2,8340,29,161,1,15,0,21,11,15,0,243,7,147,113,19,0,0,1,0,0,2,2
11808.3654.SALB.W2V11,383,0,3,192,24557,4,13773,11,4626,80,24254,1397,23,7,0,6,250,922,1,2,42,47,1362,115,36,12,3,1,2,86433,3849,2,90368,2,1,2484,6906,56394,202,3021,8,28,590,159,145,0,0,4,1772,8007,0,2,444,203,21,8,519,2,4,64,49,20,2,0,4,71,5,0,0,0,11,111,2,21,646,0,3527,27,29,19,2,9,11,4,14,0,29,110,224,363,3,2,0,13,0,4,8,17
11808.3700.SALB.W2V11,677,0,0,571,19926,0,1371,8,3447,72,12756,306,173,468,1,8,570,732,4,0,144,90,188,6,59,0,0,1,0,5386,900,1,39849,4,2,268,4186,10051,135,165,5,44,496,370,748,0,0,0,747,1098,0,1,20,204,135,25,22,0,0,513,2,25,0,0,0,16,10,0,0,0,23,137,0,6,586,7,1937,18,33,1,1,0,5,0,3,0,122,3,108,77,1,1,0,4,3,2,4,1
11808.3812.SALB.W2V11,61,0,1,183,24487,0,804,18,6284,41,848,345,14,4,3,4,109,1373,5,2,26,24,140,9,60,2,0,2,0,8098,715,1,2450,4,0,236,13886,3765,28,537,20,9,463,66,12,0,16,2,287,181,0,2,49,112,43,12,27,0,0,3,6,18,0,5,0,30,6,0,0,0,17,109,0,10,141,0,1817,20,19,1,1,0,11,3,1,0,3,21,361,86,4,0,0,7,1,1,0,2
11808.3823.SALB.W2V11,729,0,4,345,35133,2,5463,11,2937,59,17109,854,28,18,0,8,119,1168,8,8,38,44,462,35,47,7,1,1,1,23145,1025,1,170842,3,1,458,19692,27852,446,1966,36,10,1631,762,494,0,0,3,1016,3009,2,1,128,257,168,13,162,0,1,2,21,20,0,0,0,84,5,0,32,0,18,561,0,8,534,1,2494,67,30,6,1,2,9,10,7,0,3,9,111,140,11,0,0,4,1,1,6,5
11808.3867.SALB.W2V11,1583,0,2,183,29453,0,2468,19,5017,20,19068,395,31,9,2,14,170,811,5,1,39,54,314,16,87,8,1,2,2,12097,824,1,102831,7,0,2182,10132,22590,218,548,19,10,1199,169,1010,0,0,1,493,767,1,4,64,331,86,25,72,0,0,6,10,44,0,0,0,80,9,0,4,1,41,343,1,9,162,1,1938,10,53,3,1,1,4,2,3,0,99,10,167,116,6,0,0,3,0,1,6,3
11808.3878.SALB.W2V11,457,0,2,261,18569,2,4824,5,10666,10,6861,3017,12,3,1,3,507,2531,2,3,24,16,1581,28,57,0,0,1,1,22865,7289,0,46815,2,0,1747,5467,44937,112,17115,6,21,929,310,842,0,0,2,961,1052,0,1,124,383,57,7,169,1,1,85,21,16,0,0,0,28,3,0,1,0,10,333,2,42,1310,1,1037,52,37,4,2,2,5,0,6,2,50,295,56,295,0,0,0,0,0,4,1,5
11808.3889.SALB.W2V11,3916,0,4,1020,31655,4,15862,19,3968,100,56320,946,18,6,2,9,800,1183,6,5,53,47,804,90,28,5,3,1,1,67412,3507,2,130334,6,2,4235,20167,36251,495,1857,31,46,708,671,819,0,0,2,1064,3122,1,5,380,242,607,18,439,1,2,1,46,42,3,0,2,568,47,1,0,0,26,1033,4,18,234,1,5647,10,72,16,1,8,4,4,12,4,177,179,218,533,8,0,0,19,0,6,17,18
11808.3957.SALB.W2V11,300,0,0,31,13852,1,305,3,1959,11,20093,706,9,3,1,4,18,1493,3,2,16,14,1358,25,18,3,0,0,0,15779,1826,2,12755,1,0,2017,17681,5523,21,1252,15,0,628,9,35,0,0,0,496,186,0,0,111,21,10,5,91,1,1,3,11,9,0,0,0,1,6,0,0,0,6,141,1,0,116,0,998,2,12,5,1,1,1,2,3,0,1,11,273,285,9,0,0,4,1,0,10,3
11808.3968.SALB.W2V11,660,0,1,255,17902,1,2575,4,1654,39,15671,535,8,5,0,5,59,948,2,1,31,16,336,21,12,1,0,0,1,15440,1681,1,4830,2,0,1161,2740,2097,44,3128,4,8,1224,167,9,0,0,0,221,628,0,1,93,34,48,8,120,0,0,9,5,13,0,0,0,21,2,1,1,0,13,34,0,2,68,0,1302,8,16,4,0,3,0,1,2,0,18,4,574,186,1,0,0,18,0,1,5,3
11808.3980.SALB.W2V11,128,0,0,15,2679,0,1839,2,128,5,9870,87,1,1,2,1,16,92,0,0,8,3,118,7,7,0,0,0,0,3038,624,1,1643,0,0,325,916,1077,17,454,2,4,193,4,1,0,0,0,45,102,0,0,21,5,4,2,8,0,0,0,2,2,0,0,0,6,0,0,0,0,2,9,0,0,4,1,385,10,4,0,0,1,2,0,2,0,5,10,79,68,1,0,0,3,0,0,4,1
11808.3991.SALB.W2V11,434,0,1,400,17626,0,1885,3,2181,49,6101,220,7,3,0,5,187,367,1,5,31,23,100,6,25,2,1,0,1,5309,434,0,10273,2,0,159,7776,7504,59,52,17,14,466,261,120,0,0,1,497,2409,0,1,23,97,46,9,31,0,0,3,4,18,0,0,0,28,5,0,0,0,11,84,0,4,205,0,1119,9,21,2,2,1,9,2,13,0,7,2,195,129,4,0,0,5,0,1,1,2
11808.4004.SALB.W2V11,1962,0,6,148,25978,4,48017,8,1629,18,70929,1308,13,7,1,9,84,202,1,3,31,30,1308,71,10,2,2,0,1,52074,15481,2,123329,4,1,2741,5625,38349,395,5402,10,10,1064,71,178,0,0,3,2068,2221,0,4,252,101,388,13,338,0,1,4,24,35,2,0,0,245,11,2,0,0,26,170,2,3,448,0,5525,60,62,11,1,4,10,1,20,1,73,63,280,2140,2,1,0,17,1,1,20,9
11808.4015.SALB.W2V11,236,0,0,195,7332,0,1319,2,1229,43,2095,448,9,2,0,1,206,499,2,0,35,9,81,1,24,0,0,1,2,1088,304,0,13234,1,0,93,2068,6063,33,248,3,24,250,214,150,0,0,0,298,553,0,0,6,135,100,3,4,0,0,38,1,8,0,0,0,49,52,0,0,0,4,126,0,5,215,0,346,24,5,1,0,0,4,1,1,2,58,0,39,29,3,0,0,1,0,1,0,0
11808.4026.SALB.W2V11,1854,0,1,258,26145,2,21780,9,2154,43,85162,1131,18,7,0,5,219,662,8,3,47,29,812,53,124,7,0,1,1,36045,11648,3,31584,3,2,3550,3736,13586,187,9354,6,20,859,229,62,0,0,1,912,1663,0,3,211,51,521,12,179,1,1,0,22,21,1,0,1,68,7,0,0,0,17,207,0,13,150,1,3359,141,43,6,1,2,2,3,12,2,162,49,345,846,1,1,0,28,0,3,26,4
11808.4037.SALB.W2V11,409,1,4,212,14607,2,5786,10,2221,47,85562,592,9,6,0,5,70,414,2,1,22,23,387,44,22,5,2,1,0,34390,3866,2,76762,4,1,838,6215,10443,229,829,9,3,424,121,214,0,0,1,702,1925,0,2,174,139,27,11,266,0,0,3,19,22,0,0,2,104,11,0,0,1,18,295,1,7,537,0,961,18,31,5,1,2,7,1,9,0,103,525,85,220,2,1,0,4,0,2,25,8
11808.4048.SALB.W2V11,3146,0,2,328,9427,1,4638,1,1416,78,6550,214,5,2,0,3,229,170,2,0,11,11,173,7,94,1,3,1,1,6205,909,0,49858,1,1,513,1960,10247,216,89,5,33,397,367,728,0,0,0,586,1531,0,1,41,231,138,5,37,0,0,9,2,11,1,0,0,171,39,0,0,0,6,461,0,5,271,0,1939,64,29,1,0,1,6,0,10,0,214,57,26,157,1,0,0,2,0,1,2,1
